borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,building_age
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8286,24,A1,1339 EAST 102 STREET,11236,1,0,1,4167.0,1221.0,1960,1,A1,510000.0,2017-02-09,57
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8286,52,A5,1324 EAST 103RD STREET,11236,1,0,1,2600.0,1080.0,1955,1,A5,412000.0,2017-02-03,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8286,64,A5,1362 EAST 103 STREET,11236,1,0,1,2600.0,1080.0,1955,1,A5,425000.0,2017-03-06,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8298,71,A1,1620 EAST 96TH STREET,11236,1,0,1,1790.0,1344.0,1930,1,A1,300000.0,2016-12-27,86
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8298,71,A1,1620 E 96TH STREET,11236,1,0,1,1790.0,1344.0,1930,1,A1,543536.0,2016-10-28,86
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8298,74,A9,1628 EAST 96TH   STREET,11236,1,0,1,1747.0,1344.0,1930,1,A9,315000.0,2017-05-31,87
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8299,31,A5,1589 E 96 ST,11236,1,0,1,1650.0,1088.0,1910,1,A5,225000.0,2017-05-23,107
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8299,39,A5,9612 AVENUE N,11236,1,0,1,1552.0,1152.0,1910,1,A5,125000.0,2017-07-13,107
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8300,40,S1,1939 ROCKAWAY PARKWAY,11236,1,1,2,1520.0,1620.0,1930,1,S1,510000.0,2016-10-17,86
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8306,68,A5,1458 EAST 104 STREET,11236,1,0,1,2133.0,1584.0,1960,1,A5,463200.0,2017-06-07,57
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8310,20,A1,10564 FLATLANDS 10TH STREE,11236,1,0,1,4000.0,1134.0,1950,1,A1,585000.0,2017-06-22,67
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4708,1,B3,8723 AVENUE A,11236,2,0,2,2614.0,2530.0,1920,1,B3,575000.0,2017-07-17,97
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4708,1,B3,8723 AVENUE A,11236,2,0,2,2614.0,2530.0,1920,1,B3,348139.0,2016-11-29,96
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4709,22,B1,1 EAST 88TH   STREET,11236,2,0,2,1841.0,2363.0,1940,1,B1,420000.0,2017-04-26,77
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4711,1,B3,9023 AVENUE A,11236,2,0,2,2256.0,2154.0,1945,1,B3,635000.0,2017-02-16,72
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4711,22,B1,607 REMSEN AVENUE,11236,2,0,2,2000.0,1572.0,1945,1,B1,530000.0,2017-01-30,72
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4712,64,B1,588 EAST 92ND,11236,2,0,2,2517.0,2280.0,1920,1,B1,635000.0,2016-12-23,96
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4747,62,B1,152 EAST 88TH   STREET,11236,2,0,2,2200.0,1701.0,1940,1,B1,10000.0,2016-10-12,76
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4747,67,B3,164 EAST 88TH   STREET,11236,2,0,2,2200.0,1701.0,1940,1,B3,694500.0,2016-11-30,76
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4749,39,B1,8908 AVENUE A,11236,2,0,2,2667.0,2079.0,1935,1,B1,550000.0,2016-09-28,81
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4749,55,B1,674 REMSEN AVENUE,11236,2,0,2,2200.0,1766.0,1935,1,B1,710000.0,2017-04-27,82
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4749,55,B1,674 REMSEN AVENUE,11236,2,0,2,2200.0,1766.0,1935,1,B1,210000.0,2016-10-13,81
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4749,68,B1,706 REMSEN AVENUE,11236,2,0,2,2700.0,2183.0,1935,1,B1,640000.0,2017-05-22,82
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4749,69,B1,708 REMSEN AVE,11236,2,0,2,2200.0,1828.0,1935,1,B1,472500.0,2016-11-14,81
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4750,44,B1,9020 AVENUE A,11236,2,0,2,2633.0,1771.0,1940,1,B1,565000.0,2017-03-09,77
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4752,57,B1,648 EAST 93RD   STREET,11236,2,0,2,2000.0,2280.0,1955,1,B1,313500.0,2017-04-26,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4755,129,B1,631 EAST 95TH STREET,11236,2,0,2,2902.0,1809.0,1945,1,B1,540000.0,2016-09-29,71
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4756,2,B1,9621 AVENUE B,11236,2,0,2,2700.0,2248.0,1945,1,B1,640000.0,2017-08-11,72
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7908,154,B1,116 BRANTON STREET,11236,2,0,2,1512.0,960.0,1920,1,B1,376300.0,2017-02-10,97
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7957,13,B1,517 EAST 78TH STREET,11236,2,0,2,2200.0,3100.0,1960,1,B1,650000.0,2016-09-12,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7958,60,B1,530 EAST 80TH STREET,11236,2,0,2,2342.0,2256.0,1960,1,B1,700000.0,2017-05-18,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7958,128,B1,529 EAST 79TH STREET,11236,2,0,2,2260.0,2206.0,1965,1,B1,420000.0,2016-12-12,51
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7961,71,B1,542 EAST 83RD STREET,11236,2,0,2,2650.0,2590.0,1997,1,B1,550000.0,2017-07-26,20
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7962,13,B1,593 EAST 83RD STREET,11236,2,0,2,2000.0,1800.0,1960,1,B1,515000.0,2016-12-28,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7963,72,B2,550 EAST 85TH   STREET,11236,2,0,2,2500.0,1136.0,1925,1,B2,469000.0,2016-11-23,91
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7963,87,B1,584 EAST 85TH STREET,11236,2,0,2,2000.0,1720.0,1960,1,B1,386147.0,2017-06-12,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7965,24,B2,563 EAST 86 STREET,11236,2,0,2,2000.0,1800.0,1965,1,B2,550000.0,2016-11-21,51
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7965,94,B1,570 EAST 87TH   STREET,11236,2,0,2,1950.0,1596.0,1950,1,B1,678000.0,2017-05-03,67
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7965,96,B1,574 EAST 87TH   STREET,11236,2,0,2,1950.0,1596.0,1950,1,B1,690000.0,2017-05-11,67
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7966,16,B1,591 EAST 87TH   STREET,11236,2,0,2,1950.0,2090.0,1960,1,B1,699000.0,2016-12-22,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7966,64,B1,554 EAST 88TH STREET,11236,2,0,2,2158.0,2859.0,1965,1,B1,580000.0,2016-09-07,51
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7982,25,B1,647 EAST 77TH STREET,11236,2,0,2,2000.0,2420.0,1960,1,B1,350000.0,2017-04-03,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7982,70,B1,650 EAST 78TH STREET,11236,2,0,2,2167.0,2016.0,1965,1,B1,86622.0,2017-03-17,52
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7982,185,B1,686 EAST 78TH   STREET,11236,2,0,2,2100.0,2016.0,1965,1,B1,510000.0,2016-11-17,51
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7986,52,B1,628 EAST 82ND   STREET,11236,2,0,2,2000.0,2760.0,1960,1,B1,550000.0,2017-05-15,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7987,49,B1,646 EAST 83RD STREET,11236,2,0,2,2000.0,1800.0,1960,1,B1,500000.0,2016-11-30,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7987,52,B1,652 EAST 83RD,11236,2,0,2,2000.0,1800.0,1955,1,B1,525000.0,2016-12-29,61
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7989,37,B1,605 EAST 84TH   STREET,11236,2,0,2,1975.0,1786.0,1960,1,B1,50000.0,2016-12-21,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7990,49,B1,640 EAST 86TH STREET,11236,2,0,2,2000.0,2760.0,1975,1,B1,505986.0,2016-09-01,41
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7990,57,B1,660 EAST 86TH STREET,11236,2,0,2,2000.0,2760.0,1975,1,B1,580000.0,2017-04-26,42
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7994,40,B3,1058 REMSEN AVENUE,11236,2,0,2,2500.0,1728.0,1930,1,B3,450000.0,2017-04-28,87
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,7994,40,B3,1058 REMSEN AVE,11236,2,0,2,2500.0,1728.0,1930,1,B3,175000.0,2017-01-26,87
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8001,43,B1,706 EAST 81ST   STREET,11236,2,0,2,2000.0,1720.0,1960,1,B1,700000.0,2017-03-10,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8001,47,B1,720 EAST 81ST STREET,11236,2,0,2,2000.0,1720.0,1960,1,B1,530000.0,2016-09-26,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8003,24,B1,731 EAST 82ND STREET,11236,2,0,2,2150.0,2058.0,1960,1,B1,592000.0,2017-04-04,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8003,42,B1,716 EAST 83RD STREET,11236,2,0,2,2133.0,2016.0,1960,1,B1,550000.0,2017-07-24,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8003,50,B9,736 EAST 83RD   STREET,11236,2,0,2,2067.0,2740.0,1960,1,B9,745000.0,2017-08-14,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8006,13,B2,757 EAST 85TH STREET,11236,2,0,2,4000.0,2160.0,1930,1,B2,109343.0,2017-03-27,87
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8009,30,B1,715 EAST 88TH STREET,11236,2,0,2,2408.0,3192.0,1925,1,B1,273061.0,2017-06-26,92
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8009,59,B3,748 EAST 89TH   STREET,11236,2,0,2,4258.0,2304.0,1965,1,B3,690000.0,2017-03-21,52
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8015,80,B9,976 EAST 79TH   STREET,11236,2,0,2,1800.0,2304.0,1960,1,B9,600000.0,2016-09-27,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8016,49,B1,916 EAST 80TH   STREET,11236,2,0,2,2200.0,2024.0,1960,1,B1,470000.0,2017-02-07,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8023,26,B1,933 EAST 86TH STREET,11236,2,0,2,2800.0,3300.0,1960,1,B1,625000.0,2016-12-22,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8023,65,B3,956 EAST 87TH STREET,11236,2,0,2,1983.0,1152.0,1935,1,B3,335000.0,2017-01-10,82
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8024,40,B3,8714 FLATLANDS AVENUE,11236,2,0,2,4950.0,842.0,1940,1,B3,370000.0,2017-05-15,77
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8024,50,B1,920 EAST 88TH   STREET,11236,2,0,2,3233.0,2496.0,1940,1,B1,680000.0,2017-04-07,77
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8025,52,B2,926 EAST 89TH STREET,11236,2,0,2,2183.0,1720.0,1930,1,B2,630000.0,2017-02-15,87
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8030,26,B9,46 PAERDEGAT 2 STREET,11236,2,0,2,1983.0,2165.0,1965,1,B9,670000.0,2017-02-15,52
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8031,9,B9,10 PAERDEGAT 3RD STREET,11236,2,0,2,2000.0,2450.0,1965,1,B9,744000.0,2017-03-13,52
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8032,9,B9,8003 AVENUE K,11236,2,0,2,2730.0,2760.0,1965,1,B9,745000.0,2017-05-12,52
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8032,34,B9,1019 EAST 80TH STREET,11236,2,0,2,2017.0,2760.0,1965,1,B9,685000.0,2017-02-27,52
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8032,35,B9,1017 EAST 80TH STREET,11236,2,0,2,2000.0,3450.0,1965,1,B9,272850.0,2016-12-09,51
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8035,45,B1,1010-1012 EAST 84TH STREET,11236,2,0,2,2500.0,3936.0,1992,1,B1,670505.0,2017-04-13,25
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8037,40,B3,8514 AVENUE J,11236,2,0,2,2050.0,1812.0,1925,1,B3,670000.0,2016-09-30,91
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8040,65,B9,1300 REMSEN AVENUE,11236,2,0,2,1806.0,2556.0,1960,1,B9,645000.0,2017-06-29,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8049,16,B1,1167 EAST 83RD STREET,11236,2,0,2,2142.0,1844.0,1955,1,B1,660000.0,2016-10-31,61
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8049,33,B1,1125 EAST 83RD   STREET,11236,2,0,2,2142.0,1844.0,1955,1,B1,646059.0,2016-10-27,61
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8050,42,B1,8412 AVENUE K,11236,2,0,2,2000.0,1880.0,1960,1,B1,690000.0,2017-08-16,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8050,44,B1,1102 E. 85TH STREET,11236,2,0,2,2150.0,1884.0,1960,1,B1,700000.0,2017-05-24,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8050,44,B1,1102 EAST 85TH STREET,11236,2,0,2,2150.0,1884.0,1960,1,B1,520325.0,2017-01-19,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8051,13,B1,1163 EAST 85 STREET,11236,2,0,2,2150.0,1976.0,1955,1,B1,380000.0,2017-07-05,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8051,31,B1,1117 EAST 85TH STREET,11236,2,0,2,2200.0,1976.0,1955,1,B1,550000.0,2016-11-17,61
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8054,45,B2,1114 EAST 89TH STREET,11236,2,0,2,3150.0,3139.0,1960,1,B2,50000.0,2017-02-01,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8059,56,B2,9 PAERDEGAT 10TH STREE,11236,2,0,2,2200.0,2980.0,1965,1,B2,665000.0,2017-04-21,52
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8061,52,B2,1222 EAST 83RD STREET,11236,2,0,2,2200.0,2156.0,1955,1,B2,515000.0,2016-09-08,61
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8064,20,B1,1235 EAST 85 STREET,11236,2,0,2,2150.0,1956.0,1955,1,B1,570000.0,2017-03-13,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8064,68,B1,1266 E. 86TH STREET,11236,2,0,2,2150.0,1956.0,1955,1,B1,675000.0,2017-01-17,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8068,8,B2,1265 EAST 89TH   STREET,11236,2,0,2,2000.0,1360.0,1920,1,B2,455000.0,2016-09-29,96
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8068,74,B2,8903 AVENUE M,11236,2,0,2,2183.0,1472.0,1920,1,B2,80000.0,2017-02-18,97
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8072,2,B1,6 PAERDEGAT 13TH STREE,11236,2,0,2,2000.0,3000.0,1965,1,B1,525000.0,2017-04-05,52
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8073,31,B9,1333 EAST 80TH STREET,11236,2,0,2,2240.0,2560.0,1960,1,B9,599000.0,2016-12-01,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8073,31,B9,1333 EAST 80TH   STREET,11236,2,0,2,2240.0,2560.0,1960,1,B9,20000.0,2016-09-16,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8074,53,B1,1350 EAST 84TH   STREET,11236,2,0,2,2400.0,3450.0,1960,1,B1,530000.0,2017-03-23,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8074,62,B2,1378 EAST 84TH STREET,11236,2,0,2,2400.0,3450.0,1960,1,B2,628500.0,2016-10-13,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8075,17,B1,1361 EAST 84TH STREET,11236,2,0,2,2000.0,1610.0,1955,1,B1,220000.0,2017-04-30,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8075,30,B1,1329 E 84TH STREET,11236,2,0,2,2000.0,1610.0,1955,1,B1,690000.0,2017-06-30,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8075,30,B1,1329 EAST 84 ST,11236,2,0,2,2000.0,1610.0,1955,1,B1,300000.0,2016-12-07,61
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8075,35,B1,1317 EAST 84 STREET,11236,2,0,2,2000.0,1610.0,1955,1,B1,520000.0,2017-01-12,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8075,47,B9,1316 EAST 85TH   STREET,11236,2,0,2,2000.0,1540.0,1955,1,B9,440888.0,2017-03-31,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8075,59,B9,1346 EAST 85TH   STREET,11236,2,0,2,2000.0,1540.0,1955,1,B9,355000.0,2017-05-18,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8076,10,B1,8524 AVENUE M,11236,2,0,2,2000.0,1540.0,1960,1,B1,375000.0,2017-07-21,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8076,46,B9,1371 EAST 85TH   STREET,11236,2,0,2,2000.0,1594.0,1955,1,B9,200000.0,2016-10-14,61
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8076,67,B9,1321 EAST 85TH STREET,11236,2,0,2,2000.0,1540.0,1955,1,B9,412979.0,2017-03-16,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8077,5,B1,8612 AVENUE M,11236,2,0,2,2000.0,1540.0,1955,1,B1,340000.0,2017-07-07,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8077,68,B9,1319 E 86TH STREET,11236,2,0,2,2000.0,1400.0,1955,1,B9,540000.0,2017-05-26,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8078,1,B2,1382 EAST 88TH   STREET,11236,2,0,2,3267.0,2616.0,1960,1,B2,680000.0,2016-09-30,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8079,20,B1,1351 EAST 88TH STREET,11236,2,0,2,2400.0,2412.0,1960,1,B1,620000.0,2017-05-30,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8079,73,B1,8821 AVENUE N,11236,2,0,2,3700.0,3040.0,1960,1,B1,800000.0,2017-08-02,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8079,73,B1,8821 AVENUE N,11236,2,0,2,3700.0,3040.0,1960,1,B1,651680.0,2017-03-08,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8081,13,B9,1410 EAST 85TH STREET,11236,2,0,2,1800.0,1944.0,1960,1,B9,625000.0,2017-04-28,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8081,25,B9,1440 EAST 85TH STREET,11236,2,0,2,2633.0,2760.0,1960,1,B9,720000.0,2016-11-18,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8081,74,B9,1411 EAST 84TH STREET,11236,2,0,2,1800.0,1944.0,1960,1,B9,650000.0,2017-04-04,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8084,50,B9,8709 SEAVIEW AVENUE,11236,2,0,2,1710.0,2268.0,1960,1,B9,632000.0,2016-11-21,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8085,40,B1,1406 EAST 89TH STREET,11236,2,0,2,2392.0,3063.0,1960,1,B1,665000.0,2017-03-09,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8085,60,B9,1452 EAST 89TH STREET,11236,2,0,2,2633.0,2142.0,1960,1,B9,550000.0,2016-10-07,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8085,65,B9,1464 EAST 89TH STREET,11236,2,0,2,1800.0,2142.0,1960,1,B9,500000.0,2017-02-23,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8086,18,B1,1447 EAST 89TH   STREET,11236,2,0,2,2392.0,2583.0,1960,1,B1,534581.0,2016-09-29,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8086,48,B1,1650 REMSEN AVENUE,11236,2,0,2,3900.0,2460.0,1955,1,B1,719000.0,2017-03-22,62
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8110,49,B3,726 EAST 93RD   STREET,11236,2,0,2,2317.0,2327.0,1935,1,B3,610000.0,2017-01-13,82
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8113,67,B9,730 EAST 96TH   STREET,11236,2,0,2,2893.0,2816.0,1960,1,B9,640000.0,2017-05-04,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8115,21,B1,703 ROCKAWAY PARKWAY,11236,2,0,2,3250.0,3019.0,1960,1,B1,660000.0,2017-01-13,57
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8115,22,B1,701 ROCKAWAY PARKWAY,11236,2,0,2,2860.0,3019.0,1960,1,B1,620000.0,2016-11-07,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8115,49,B1,684 EAST 98TH   STREET,11236,2,0,2,2000.0,2208.0,1925,1,B1,497000.0,2016-12-12,91
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8115,50,B1,686 EAST 98 STREET,11236,2,0,2,2000.0,2208.0,1925,1,B1,600000.0,2017-08-21,92
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8124,13,B2,9109 FOSTER AVENUE,11236,2,0,2,2647.0,1920.0,1930,1,B2,505000.0,2016-12-29,86
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8126,27,B1,879 EAST 93RD   STREET,11236,2,0,2,2100.0,1677.0,1960,1,B1,350000.0,2016-11-09,56
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8127,24,B2,881 EAST 94TH   STREET,11236,2,0,2,2200.0,1800.0,1930,1,B2,425000.0,2017-01-31,87
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8127,149,B1,854 EAST 95TH   STREET,11236,2,0,2,2068.0,1764.0,2001,1,B1,600000.0,2017-03-24,16
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8128,27,B1,869 EAST 95TH   STREET,11236,2,0,2,2409.0,3984.0,2013,1,B1,765000.0,2017-07-21,4
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8128,32,B2,849 EAST 95TH STREET,11236,2,0,2,2844.0,1628.0,1940,1,B2,560000.0,2016-12-02,76
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8141,16,B1,9001 FARRAGUT ROAD,11236,2,0,2,2046.0,2080.0,1999,1,B1,669500.0,2017-02-17,18
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8141,16,B1,9001 FARRAGUT ROAD,11236,2,0,2,2046.0,2080.0,1999,1,B1,325000.0,2016-10-05,17
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8141,24,B2,1029 REMSEN AVENUE,11236,2,0,2,3664.0,2048.0,1920,1,B2,425000.0,2017-05-31,97
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8141,25,B2,1027 REMSEN AVENUE,11236,2,0,2,3660.0,2048.0,1920,1,B2,390390.0,2017-06-09,97
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8141,25,B2,1027 REMSEN AVENUE,11236,2,0,2,3660.0,2048.0,1920,1,B2,405000.0,2016-10-11,96
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8141,28,B3,1021 REMSEN AVENUE,11236,2,0,2,2000.0,1530.0,1920,1,B3,610650.0,2017-03-24,97
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8142,58,B2,980 EAST 93RD   STREET,11236,2,0,2,2800.0,1120.0,1935,1,B2,10000.0,2017-04-25,82
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8143,18,B2,973 EAST 93RD STREET,11236,2,0,2,2500.0,1560.0,2004,1,B2,695000.0,2017-04-25,13
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8144,17,B2,965 EAST 94TH STREET,11236,2,0,2,2008.0,1216.0,1935,1,B2,475000.0,2017-07-20,82
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8145,5,B2,987 EAST 95TH STREET,11236,2,0,2,2665.0,1056.0,1930,1,B2,573000.0,2017-08-18,87
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8145,5,B2,987 EAST 95TH   STREET,11236,2,0,2,2665.0,1056.0,1930,1,B2,350000.0,2016-12-08,86
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8145,45,B1,946 E 96TH ST,11236,2,0,2,3153.0,3031.0,1970,1,B1,308750.0,2017-05-10,47
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8145,63,B2,992 EAST 96TH   STREET,11236,2,0,2,3000.0,1840.0,1925,1,B2,670000.0,2016-10-07,91
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8145,73,B2,9505 FARRAGUT ROAD,11236,2,0,2,2598.0,2100.0,1925,1,B2,350000.0,2017-08-10,92
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8147,64,B2,956 EAST 98TH   STREET,11236,2,0,2,3780.0,2320.0,1925,1,B2,220000.0,2017-02-27,92
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8148,45,B2,534 EAST 99TH   STREET,11236,2,0,2,1980.0,1584.0,2005,1,B2,549000.0,2016-12-13,11
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8162,33,B2,9306 FARRAGUT ROAD,11236,2,0,2,2700.0,1264.0,1925,1,B2,345598.0,2017-03-08,92
