borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,building_age
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16208,56,A1,428 BEACH 127TH ST,11694,1,0,1,2650.0,1088.0,1925,1,A1,675000.0,2016-11-18,91
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16223,30,A1,215 BEACH 127TH STREET,11694,1,0,1,3000.0,1620.0,1920,1,A1,585000.0,2016-12-07,96
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16225,12,A2,253 BEACH 129TH STREET,11694,1,0,1,4000.0,1056.0,1945,1,A2,637000.0,2017-08-02,72
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16237,92,A1,182 BEACH 128 STREET,11694,1,0,1,4000.0,2586.0,1930,1,A1,800000.0,2017-03-13,87
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16244,49,A1,5-10 BEACH 133 STREET,11694,1,0,1,6000.0,2000.0,1935,1,A1,915000.0,2017-02-21,82
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16248,9,A1,539 BEACH 136 STREET,11694,1,0,1,4600.0,1770.0,1950,1,A1,990000.0,2017-05-25,67
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16248,45,A2,524 BEACH 137 STREET,11694,1,0,1,2958.0,556.0,1940,1,A2,490000.0,2017-06-29,77
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16252,20,A2,506 BEACH 141,11694,1,0,1,10000.0,1975.0,1935,1,A2,1175000.0,2017-06-08,82
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16256,29,A1,423 BEACH 133RD STREET,11694,1,0,1,6000.0,3322.0,1965,1,A1,1125000.0,2017-04-21,52
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16258,5,A1,135-11 CRONSTON AVENUE,11694,1,0,1,3000.0,1610.0,1940,1,A1,578000.0,2017-03-15,77
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16260,32,A2,417 BEACH 137TH STREET,11694,1,0,1,6000.0,1398.0,1950,1,A2,600000.0,2016-11-10,66
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16261,68,A2,446 BEACH 139TH STREET,11694,1,0,1,4000.0,2145.0,1960,1,A2,880000.0,2017-06-21,57
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16263,1,A1,462 BEACH 141ST STREET,11694,1,0,1,4967.0,3022.0,1960,1,A1,1125000.0,2017-06-19,57
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16263,31,A2,421 BEACH 140 STREET,11694,1,0,1,4000.0,1951.0,1965,1,A2,740000.0,2017-08-04,52
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16263,58,A1,432 BEACH 141ST STREET,11694,1,0,1,4000.0,2156.0,1940,1,A1,975000.0,2016-11-22,76
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16267,1,A2,133-17 NEWPORT AVENUE,11694,1,0,1,4000.0,2250.0,1960,1,A2,770000.0,2017-03-23,57
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16268,8,A2,134-05 NEWPORT AVENUE,11694,1,0,1,4000.0,1573.0,1930,1,A2,910000.0,2016-09-27,86
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16268,77,A1,256 BEACH 135TH STREET,11694,1,0,1,3000.0,1548.0,1925,1,A1,785000.0,2016-10-27,91
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16269,6,A1,271 BEACH 135TH STREET,11694,1,0,1,8000.0,2176.0,1930,1,A1,820048.0,2017-05-19,87
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16269,6,A1,271 BEACH 135 STREET,11694,1,0,1,8000.0,2176.0,1930,1,A1,1697740.0,2017-03-27,87
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16269,35,A1,223 BEACH 135 STREET,11694,1,0,1,3000.0,2040.0,1935,1,A1,680000.0,2016-10-03,81
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16269,39,A1,219 BEACH 135TH STREET,11694,1,0,1,4700.0,1608.0,1920,1,A1,840520.0,2017-04-10,97
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16270,38,A1,221 BEACH 136TH STREET,11694,1,0,1,6000.0,1838.0,1920,1,A1,950000.0,2016-11-15,96
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16273,23,A1,249 BEACH 139TH STREET,11694,1,0,1,5700.0,2116.0,1935,1,A1,900000.0,2017-08-17,82
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16273,26,A2,245 BEACH 139TH STREET,11694,1,0,1,6000.0,2704.0,1930,1,A2,870000.0,2016-12-07,86
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16274,94,A1,278 BEACH 141 STREET,11694,1,0,1,6000.0,2245.0,1930,1,A1,999000.0,2017-01-27,87
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16275,1,A1,196 BEACH 131ST STREET,11694,1,0,1,7870.0,3212.0,1910,1,A1,750000.0,2016-12-02,106
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16278,35,A1,145 BEACH 133RD STREET,11694,1,0,1,3600.0,2332.0,1930,1,A1,1200000.0,2017-08-15,87
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16278,59,A1,130 BEACH 134 STREET,11694,1,0,1,4600.0,2664.0,2016,1,A1,2900000.0,2017-08-02,1
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16278,65,A2,140 BEACH 134 STREET,11694,1,0,1,5000.0,2850.0,1950,1,A2,1160000.0,2017-04-19,67
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16279,27,A1,159 BEACH 134 STREET,11694,1,0,1,6000.0,2829.0,1930,1,A1,1500000.0,2017-02-01,87
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16283,17,A1,183 BEACH 138TH STREET,11694,1,0,1,3000.0,1422.0,1930,1,A1,915000.0,2017-01-26,87
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16284,68,A1,156 BEACH 140 STREET,11694,1,0,1,6000.0,2733.0,1935,1,A1,1932000.0,2017-08-15,82
4,BELLE HARBOR,01 ONE FAMILY DWELLINGS                    ,1,16285,20,A1,173 BEACH 140TH STREET,11694,1,0,1,3000.0,1332.0,1940,1,A1,975000.0,2017-06-08,77
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16196,8,B2,561 BEACH 128TH STREET,11694,2,0,2,4160.0,3750.0,1965,1,B2,870000.0,2017-01-25,52
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16208,16,B1,447 BEACH 126 STREET,11694,2,0,2,4000.0,1449.0,1945,1,B1,650000.0,2017-06-29,72
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16209,26,B2,433 BEACH 127TH STREET,11694,2,0,2,3425.0,2600.0,1960,1,B2,930000.0,2016-10-20,56
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16209,64,B3,446 BEACH 128 STREET,11694,2,0,2,4000.0,2681.0,1920,1,B3,640000.0,2016-12-14,96
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16211,68,B3,444 BEACH 130TH STREET,11694,2,0,2,4000.0,2147.0,1910,1,B3,950000.0,2017-05-25,107
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16224,52,B2,226 BEACH 129 STREET,11694,2,0,2,2000.0,1380.0,1920,1,B2,700000.0,2017-05-08,97
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16224,58,B2,238 BEACH 129TH STREET,11694,2,0,2,3325.0,2138.0,1920,1,B2,850000.0,2016-12-12,96
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16236,22,B1,165 BEACH 126 STREET,11694,2,0,2,4000.0,3105.0,1945,1,B1,793700.0,2017-06-05,72
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16236,24,B1,163 BEACH 126TH,11694,2,0,2,3000.0,3815.0,1960,1,B1,860000.0,2017-05-02,57
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16239,19,B1,175 BEACH 129TH STREET,11694,2,0,2,2963.0,2074.0,1987,1,B1,815000.0,2017-03-29,30
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16239,29,B1,151 BEACH 129TH STREET,11694,2,0,2,2033.0,2034.0,1987,1,B1,780000.0,2017-08-09,30
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16256,1,B3,4-66 BEACH 134 STREET,11694,2,0,2,6000.0,2034.0,1930,1,B3,840000.0,2017-05-17,87
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16267,59,B1,2-26 BEACH 134 STREET,11694,2,0,2,6000.0,2020.0,1940,1,B1,162500.0,2017-03-23,77
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16268,24,B3,2-43 BEACH 134 STREET,11694,2,0,2,3000.0,1479.0,1930,1,B3,852000.0,2017-06-27,87
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16268,27,B3,235 BEACH 134TH STREET,11694,2,0,2,6000.0,3010.0,1920,1,B3,999000.0,2017-01-18,97
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16268,63,B1,230 BEACH 135 STREET,11694,2,0,2,4000.0,2024.0,1950,1,B1,367195.0,2016-10-25,66
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16272,29,B3,235 BEACH 138TH STREET,11694,2,0,2,6000.0,1938.0,1925,1,B3,875000.0,2017-01-26,92
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16273,32,B3,235 BEACH 139TH STREET,11694,2,0,2,6000.0,1928.0,1930,1,B3,915000.0,2017-04-24,87
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16282,24,B1,165 BEACH 137 STREET,11694,2,0,2,4000.0,2173.0,1945,1,B1,999000.0,2017-07-24,72
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16282,88,B3,190 BEACH 138TH STREET,11694,2,0,2,6000.0,3222.0,1925,1,B3,850000.0,2017-04-05,92
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS                    ,1,16285,30,B1,157 BEACH 140TH STREET,11694,2,0,2,6000.0,2444.0,1940,1,B1,1200000.0,2017-06-08,77
4,BELLE HARBOR,03 THREE FAMILY DWELLINGS                  ,1,16236,1,C0,198 BEACH 127 STREET,11694,3,0,3,2320.0,4022.0,1987,1,C0,710000.0,2017-01-12,30
4,BELLE HARBOR,05 TAX CLASS 1 VACANT LAND                 ,1,16278,61,A1,1-30 BEACH 134 STREET,11694,1,0,1,4000.0,2225.0,2016,1,V0,1788047.0,2016-11-10,0
4,BELLE HARBOR,07 RENTALS - WALKUP APARTMENTS             ,2A,16254,38,C2,131-02 NEWPORT AVENUE,11694,5,0,5,8000.0,2975.0,1931,2,C2,800000.0,2017-01-13,86
4,BELLE HARBOR,37 RELIGIOUS FACILITIES                    ,4,16258,72,M9,464 BEACH 136 STREET,11694,0,0,0,6000.0,1685.0,1925,4,M9,975000.0,2017-02-10,92
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7901,62,A2,81-46 243RD STREET,11426,1,0,1,4000.0,832.0,1955,1,A2,490000.0,2016-09-09,61
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7902,14,A2,81-41 243 STREET,11426,1,0,1,4000.0,1046.0,1950,1,A2,535000.0,2016-10-24,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7905,52,A2,82-26 243RD STREET,11426,1,0,1,4000.0,994.0,1950,1,A2,480000.0,2017-03-15,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7908,35,A2,240-12 83RD   AVENUE,11426,1,0,1,4000.0,1125.0,1950,1,A2,700000.0,2017-05-12,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7908,39,A1,240-20 83RD AVENUE,11426,1,0,1,4000.0,1740.0,1950,1,A1,670000.0,2017-02-27,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7910,34,A0,242-08 83RD AVENUE,11426,1,0,1,4000.0,964.0,1955,1,A0,560000.0,2016-12-12,61
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7958,32,A0,239-10 HILLSIDE AVE BELLERO,11426,1,0,1,2436.0,996.0,1955,1,A0,450000.0,2016-12-13,61
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7962,49,A0,241-26 85TH   AVENUE,11426,1,0,1,3705.0,864.0,1940,1,A0,565000.0,2017-08-07,77
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7964,38,A1,241-09 86TH ROAD,11426,1,0,1,2945.0,1595.0,1930,1,A1,758800.0,2016-10-13,86
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7964,46,A1,241-02 86TH AVE,11426,1,0,1,2850.0,1595.0,1929,1,A1,395000.0,2017-01-18,88
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7964,58,A1,241-28 86TH AVE,11426,1,0,1,2945.0,1595.0,1930,1,A1,550000.0,2016-12-27,86
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7965,15,A1,241-31 87 AVENUE,11426,1,0,1,3000.0,1568.0,1920,1,A1,589000.0,2017-01-17,97
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7965,35,A1,241-12 86TH   ROAD,11426,1,0,1,3100.0,1532.0,1920,1,A1,300000.0,2017-07-18,97
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7977,54,A1,88-48 239TH   STREET,11426,1,0,1,3000.0,1571.0,1930,1,A1,440000.0,2017-08-21,87
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7978,9,A1,88-43 239TH   STREET,11426,1,0,1,3000.0,1660.0,1920,1,A1,594000.0,2016-11-07,96
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7979,50,A1,88-36 241ST   STREET,11426,1,0,1,3000.0,1510.0,1925,1,A1,450000.0,2016-11-07,91
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7980,31,A1,88-12 242ND STREET,11426,1,0,1,3000.0,1472.0,1925,1,A1,525300.0,2017-01-10,92
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7982,37,A1,88-37 242ND   STREET,11426,1,0,1,2940.0,1513.0,1940,1,A1,442700.0,2017-01-06,77
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7985,17,A1,89-17 237TH   STREET,11426,1,0,1,3000.0,1606.0,1925,1,A1,110000.0,2016-10-05,91
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7985,29,A1,89-06 238TH STREET,11426,1,0,1,3000.0,1606.0,1925,1,A1,580000.0,2017-05-12,92
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7985,45,A1,89-38 238TH STREET,11426,1,0,1,3000.0,1606.0,1925,1,A1,250000.0,2016-10-31,91
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7986,13,A1,89-27 238TH ST,11426,1,0,1,3000.0,1770.0,1925,1,A1,560000.0,2017-07-26,92
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7986,40,A1,89-24 239TH ST,11426,1,0,1,3000.0,1575.0,1925,1,A1,311633.0,2017-05-06,92
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7988,20,A1,89-17 240TH   STREET,11426,1,0,1,3000.0,1313.0,1930,1,A1,660000.0,2017-07-14,87
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7991,19,A1,242-23 91ST   AVENUE,11426,1,0,1,2850.0,1480.0,1930,1,A1,470000.0,2016-10-28,86
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7994,10,A1,92-21 GETTYSBURG STREET,11426,1,0,1,2500.0,1462.0,1935,1,A1,530000.0,2017-03-20,82
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7994,36,A1,237-15 DAVENPORT AVENUE,11426,1,0,1,3000.0,1584.0,1925,1,A1,565000.0,2017-06-29,92
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7995,55,A1,237-33 EDMORE AVENUE,11426,1,0,1,2800.0,1422.0,1925,1,A1,492000.0,2017-04-27,92
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7998,34,A1,237-04 93RD   AVENUE,11426,1,0,1,2600.0,1296.0,1925,1,A1,542500.0,2017-07-07,92
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7998,40,A1,237-16 93RD AVENUE,11426,1,0,1,2600.0,1296.0,1925,1,A1,299000.0,2016-11-04,91
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8000,38,A1,224-44 93RD ROAD,11428,1,0,1,2817.0,1512.0,1920,1,A1,515000.0,2017-03-09,97
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8003,391,A1,93-20 241ST STREET,11426,1,0,1,2600.0,1696.0,1935,1,A1,400000.0,2017-05-24,82
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8005,200,A1,93-12 242ND   STREET,11426,1,0,1,2400.0,1554.0,1920,1,A1,490000.0,2017-02-15,97
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8007,107,A1,93-01 242ND STREET,11426,1,0,1,2500.0,1808.0,1920,1,A1,610000.0,2017-06-28,97
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8559,6,A1,80-31 246 STREET,11426,1,0,1,4000.0,2025.0,1955,1,A1,549855.0,2017-05-09,62
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8559,8,A0,80-27 246TH   STREET,11426,1,0,1,4000.0,1061.0,1955,1,A0,562000.0,2016-11-07,61
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8560,13,A1,80-16 248TH STREET,11426,1,0,1,3900.0,1256.0,1940,1,A1,668000.0,2016-10-06,76
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8561,28,A5,80-46 249TH STREET,11426,1,0,1,1926.0,1224.0,1945,1,A5,526500.0,2016-09-13,71
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8562,12,A0,80-14 250TH   STREET,11426,1,0,1,4000.0,1274.0,1950,1,A0,310000.0,2017-02-13,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8562,66,A5,80-11 249TH   STREET,11426,1,0,1,1518.0,1224.0,1940,1,A5,537750.0,2017-07-19,77
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8563,14,A0,80-20 251ST   STREET,11426,1,0,1,4000.0,1275.0,1950,1,A0,630000.0,2017-07-31,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8566,24,A2,80-38 LITTLE NECK PARKWAY,11004,1,0,1,4958.0,1267.0,1950,1,A2,640000.0,2017-02-13,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8568,6,A2,24516 81ST AVENUE,11426,1,0,1,5500.0,1230.0,1950,1,A2,750000.0,2016-11-16,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8568,48,A2,81-41 COMMONWEALTH BLVD,11426,1,0,1,4015.0,1288.0,1950,1,A2,600000.0,2016-12-22,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8571,50,A2,81-33 248TH,11426,1,0,1,4000.0,1321.0,1955,1,A2,698500.0,2017-08-14,62
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8575,45,A2,252-15 82ND AVENUE,11426,1,0,1,4000.0,1068.0,1935,1,A2,640000.0,2016-11-22,81
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8577,36,A2,82-03 COMMONWEALTH BLVD,11426,1,0,1,4320.0,1396.0,1945,1,A2,615000.0,2017-02-02,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8578,1,A2,82-66 247 STREET,11426,1,0,1,6000.0,1158.0,1945,1,A2,720000.0,2017-02-01,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8580,16,A2,82-22 249TH   STREET,11426,1,0,1,6000.0,1376.0,1955,1,A2,300000.0,2017-01-24,62
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8580,37,A1,248-19 83RD   AVENUE,11426,1,0,1,5000.0,1000.0,1950,1,A1,300000.0,2017-02-17,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8581,48,A1,82-53 249TH   STREET,11426,1,0,1,4000.0,2400.0,1995,1,A1,850000.0,2016-10-26,21
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8583,30,A2,82-48 252ND STREET,11426,1,0,1,5000.0,1156.0,1950,1,A2,725000.0,2016-12-27,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8583,51,A5,82-57 251 STREET,11426,1,0,1,1800.0,1188.0,1945,1,A5,530000.0,2017-02-27,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8583,155,A5,82-47 251 STREET,11426,1,0,1,1800.0,1188.0,1945,1,A5,470000.0,2016-09-30,71
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8584,22,A2,252-29 82ND ROAD,11426,1,0,1,5300.0,1514.0,1955,1,A2,630000.0,2016-10-28,61
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8585,7,A3,82-33 252ND STREET,11426,1,0,1,5000.0,3300.0,2009,1,A3,1300000.0,2016-11-28,7
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8588,30,A5,83-09 COMMONWEALTH BOULEVA,11426,1,0,1,2133.0,1224.0,1950,1,A5,545000.0,2017-01-20,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8588,57,A2,83-42 246TH STREET,11426,1,0,1,4070.0,1163.0,1950,1,A2,650000.0,2016-10-13,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8589,46,A1,83-22 247TH STREET,11426,1,0,1,6000.0,3770.0,1950,1,A1,1150000.0,2017-08-24,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8589,55,A2,83-38 247TH   STREET,11426,1,0,1,4000.0,1154.0,1950,1,A2,660000.0,2017-05-18,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8590,43,A0,83-14 248TH STREET,11426,1,0,1,4000.0,1542.0,1950,1,A0,495000.0,2017-02-01,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8590,43,A0,83-14 248TH   STREET,11426,1,0,1,4000.0,1542.0,1950,1,A0,475000.0,2016-11-10,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8590,59,A2,83-46 248TH   STREET,11426,1,0,1,4000.0,1020.0,1950,1,A2,490000.0,2017-01-12,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8591,58,A1,83-23 248TH STREET,11426,1,0,1,4000.0,2000.0,1950,1,A1,930000.0,2017-06-23,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8591,66,A2,83-07 248TH STREET,11426,1,0,1,4000.0,1020.0,1950,1,A2,610000.0,2016-10-28,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8592,39,S1,83-59 249TH   STREET,11426,1,1,2,5000.0,1670.0,1950,1,S1,840000.0,2017-05-11,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8594,49,A0,83-43 251ST   STREET,11426,1,0,1,4000.0,1235.0,1950,1,A0,500000.0,2016-11-10,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8595,49,A1,83-39 252ND STREET,11426,1,0,1,4000.0,1538.0,1940,1,A1,695000.0,2017-04-24,77
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8596,51,A0,83-37 253RD STREET,11426,1,0,1,4080.0,1510.0,1945,1,A0,565000.0,2017-06-15,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8600,87,A2,84-40 247TH   STREET,11426,1,0,1,4000.0,1125.0,1945,1,A2,475000.0,2017-03-16,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8601,75,A2,84-07 247TH   STREET,11426,1,0,1,4200.0,1286.0,1945,1,A2,653000.0,2017-07-26,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8602,111,A2,84-58 249TH   STREET,11426,1,0,1,5600.0,876.0,1945,1,A2,663000.0,2017-03-27,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8602,111,A2,84-58 249TH STREET,11426,1,0,1,5600.0,876.0,1945,1,A2,340000.0,2016-11-21,71
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8604,119,A2,84-60 251ST   STREET,11426,1,0,1,4000.0,1178.0,1945,1,A2,200000.0,2016-09-06,71
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8613,30,A0,85-44 247TH   STREET,11426,1,0,1,4000.0,876.0,1945,1,A0,499000.0,2017-03-06,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8618,23,A2,85-03 250TH   STREET,11426,1,0,1,4000.0,1071.0,1945,1,A2,297500.0,2016-09-01,71
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8618,28,A1,85-06 251ST STREET,11426,1,0,1,4000.0,1640.0,1940,1,A1,569073.0,2017-02-14,77
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8618,36,A2,85-22 251ST STREET,11426,1,0,1,4000.0,1238.0,1945,1,A2,585000.0,2017-03-01,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8620,38,A1,85-20 253RD   STREET,11426,1,0,1,4000.0,1120.0,1935,1,A1,620000.0,2017-07-07,82
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8620,40,A9,85-24 253RD   STREET,11426,1,0,1,4000.0,1185.0,1935,1,A9,600000.0,2017-04-27,82
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8621,6,A1,85-45 253RD STREET,11426,1,0,1,4200.0,1494.0,1945,1,A1,672000.0,2017-06-27,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8621,6,A1,85-45 253RD STREET,11426,1,0,1,4200.0,1494.0,1945,1,A1,525500.0,2017-03-23,72
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8621,24,A5,85-48 LITTLE NECK PARKWAY,11001,1,0,1,2142.0,1648.0,1950,1,A5,550000.0,2017-08-28,67
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8622,60,A2,85-15 253RD   STREET,11426,1,0,1,7880.0,1075.0,1950,1,A2,640000.0,2016-12-21,66
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8623,12,A2,244-16 86TH   AVENUE,11426,1,0,1,3800.0,1073.0,1950,1,A2,600000.0,2016-10-05,66
